group,index,start,end,duration,transcript,question_mark,elipses,nwords,duration_seconds,words_per_second,word_present_maybe,word_present_sort_of,word_present_unsure,word_present_dont_know,word_present_confused,word_present_possibly,liwc_certitude
orange,415,00:20:00,00:20:01,00:00:01,Yeah.,FALSE,FALSE,1,1.1574074074075305,0.8639999999999082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,416,00:20:01,00:20:03,00:00:02,Okay.,FALSE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,417,00:20:03,00:20:05,00:00:02,"Mathematically speaking, it worked.",FALSE,FALSE,4,2.3148148148148877,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,418,00:20:05,00:20:07,00:00:02,"Oh, that's good.",FALSE,FALSE,3,2.314814814814714,1.2960000000000564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,419,00:20:07,00:20:08,00:00:01,That's what we want.,FALSE,FALSE,4,1.1574074074075305,3.4559999999996327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,420,00:20:08,00:20:10,00:00:02,And it's exactly negative 15.,FALSE,FALSE,5,2.314814814814714,2.160000000000094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
orange,421,00:20:10,00:20:11,00:00:01,"Or, you're rounding.",FALSE,FALSE,3,1.1574074074075305,2.5919999999997243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,422,00:20:11,00:20:12,00:00:01,Can I use this?,TRUE,FALSE,4,1.157407407407357,3.4560000000001505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,423,00:20:12,00:20:13,00:00:01,Yeah.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,424,00:20:13,00:20:14,00:00:01,"And see, I calculated it.",FALSE,FALSE,5,1.1574074074075305,4.319999999999541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,425,00:20:14,00:20:17,00:00:03,"Oh, yeah. I just didn't know you had to do it.",FALSE,FALSE,11,3.4722222222220713,3.168000000000138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,426,00:20:17,00:20:19,00:00:02,And we got to make sure you know how to use the inverse of-,FALSE,FALSE,14,2.3148148148148877,6.04799999999981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,427,00:20:19,00:20:21,00:00:02,or inverse cosine.,FALSE,FALSE,3,2.3148148148148877,1.2959999999999592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,428,00:20:21,00:20:24,00:00:03,Did you use inverse cosine?,TRUE,FALSE,5,3.4722222222220713,1.4400000000000626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,429,00:20:24,00:20:26,00:00:02,Yes.,FALSE,FALSE,1,2.3148148148148877,0.4319999999999864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,430,00:20:26,00:20:29,00:00:03,Because that's the only way you would be able to single out x,FALSE,FALSE,13,3.4722222222222445,3.743999999999976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,431,00:20:29,00:20:31,00:00:02,is if you were to use inverse cosine.,FALSE,FALSE,8,2.314814814814714,3.4560000000001505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,432,00:20:31,00:20:33,00:00:02,"Oh, but we never used inverse cosine before.",FALSE,FALSE,8,2.3148148148148877,3.455999999999891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,433,00:20:33,00:20:37,00:00:04,"It works the same as inverse sine and inverse tangent, though.",FALSE,FALSE,11,4.629629629629601,2.3760000000000145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,434,00:20:37,00:20:39,00:00:02,"Yeah, I got the answer.",FALSE,FALSE,5,2.3148148148148877,2.159999999999932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,435,00:20:39,00:20:46,00:00:07,That's the only way to cancel out SOHCAHTOA at all.,FALSE,FALSE,10,8.101851851851846,1.234285714285715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,436,00:20:46,00:20:48,00:00:02,And you just canceled that out?,TRUE,FALSE,6,2.314814814814714,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,437,00:20:48,00:20:50,00:00:02,Yeah.,FALSE,FALSE,1,2.3148148148148877,0.4319999999999864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,438,00:20:50,00:20:52,00:00:02,You no longer have the attached?,TRUE,FALSE,6,2.3148148148148877,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,439,00:20:52,00:20:54,00:00:02,"Well, it is.",FALSE,FALSE,3,2.314814814814714,1.2960000000000564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,440,00:20:54,00:20:57,00:00:03,"What was that? That was the- oh, the no solution. Okay.",TRUE,FALSE,11,3.4722222222222445,3.1679999999999797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,441,00:20:57,00:20:58,00:00:01,Yeah.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,442,00:20:58,00:20:59,00:00:01,Can I borrow this for a second?,TRUE,FALSE,7,1.1574074074075305,6.047999999999357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,443,00:20:59,00:21:01,00:00:02,Are you not sure how to get from here?,TRUE,FALSE,9,2.314814814814714,3.888000000000169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,444,00:21:01,00:21:02,00:00:01,I don't have the- no clue.,FALSE,FALSE,6,1.157407407407357,5.184000000000226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,445,00:21:02,00:21:04,00:00:02,"Okay, so you and Tim are in the same-",FALSE,FALSE,9,2.3148148148148877,3.8879999999998778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,446,00:21:04,00:21:06,00:00:02,Can I borrow this?,TRUE,FALSE,4,2.3148148148148877,1.7279999999999456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,447,00:21:06,00:21:07,00:00:01,"Oh, yeah, yeah.",FALSE,FALSE,3,1.157407407407357,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,448,00:21:07,00:21:08,00:00:01,Okay.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,449,00:21:08,00:21:12,00:00:04,Let's see your two papers.,FALSE,FALSE,5,4.629629629629601,1.0800000000000065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,450,00:21:12,00:21:15,00:00:03,So you both-,FALSE,FALSE,3,3.4722222222222445,0.8639999999999944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,451,00:21:15,00:21:18,00:00:03,Is negative 15 divided by 20 negative .75?,TRUE,FALSE,8,3.4722222222222445,2.303999999999985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,452,00:21:18,00:21:21,00:00:03,"Yeah, you're right. That is.",FALSE,FALSE,5,3.4722222222222445,1.4399999999999908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,453,00:21:21,00:21:25,00:00:04,So you both pretty much have the same thing right here.,FALSE,FALSE,11,4.629629629629601,2.3760000000000145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,454,00:21:25,00:21:27,00:00:02,You don't really know what you're supposed to do.,FALSE,FALSE,9,2.3148148148148877,3.8879999999998778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.22
orange,455,00:21:27,00:21:28,00:00:01,"No, I know.",FALSE,FALSE,3,1.157407407407357,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,456,00:21:28,00:21:29,00:00:01,"Oh, you didn't know?",TRUE,FALSE,4,1.157407407407357,3.4560000000001505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,457,00:21:29,00:21:31,00:00:02,I didn't understand it like a week ago.,FALSE,FALSE,8,2.3148148148148877,3.455999999999891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,458,00:21:31,00:21:34,00:00:03,Tim is a lie.,FALSE,FALSE,4,3.4722222222222445,1.1519999999999926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,459,00:21:34,00:21:35,00:00:01,But it makes sense to you now?,TRUE,FALSE,7,1.157407407407357,6.048000000000263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,460,00:21:35,00:21:37,00:00:02,Kind of.,FALSE,FALSE,2,2.3148148148148877,0.8639999999999728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,461,00:21:37,00:21:39,00:00:02,I understand how to use the pecans and stuff now.,FALSE,FALSE,10,2.314814814814714,4.320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,462,00:21:39,00:21:42,00:00:03,I didn't understand how to use it on the test.,FALSE,FALSE,10,3.4722222222222445,2.8799999999999817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,463,00:21:42,00:21:45,00:00:03,"Okay, so maybe on the next one you will.",FALSE,FALSE,9,3.4722222222222445,2.591999999999983,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,464,00:21:45,00:21:47,00:00:02,You can do corrections and then you'll get it.,FALSE,FALSE,9,2.3148148148148877,3.8879999999998778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,465,00:21:47,00:21:51,00:00:04,Like I didn't know how to find the value on the graph or signs.,FALSE,FALSE,14,4.629629629629601,3.0240000000000187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,466,00:21:51,00:21:55,00:00:04,Okay.,FALSE,FALSE,1,4.629629629629601,0.21600000000000133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,467,00:21:55,00:22:01,00:00:06,"I think, though, that maybe you guys are still a little confused about how to work from that answer to the rest of it, right?",TRUE,FALSE,25,6.944444444444489,3.599999999999977,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
orange,468,00:22:01,00:22:02,00:00:01,Okay.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,469,00:22:02,00:22:18,00:00:16,"So I think Nate said you could add 12, which is the period.",FALSE,FALSE,13,18.51851851851858,0.7019999999999977,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,470,00:22:18,00:22:21,00:00:03,Because that will get you back to the same position over here.,FALSE,FALSE,12,3.4722222222220713,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,471,00:22:21,00:22:28,00:00:07,Does that make sense?,TRUE,FALSE,4,8.101851851851846,0.4937142857142861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,472,00:22:55,00:22:58,00:00:03,"Well, actually if we knew this one, we would add 12 to that one.",FALSE,FALSE,14,3.4722222222220713,4.032000000000175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.14
orange,473,00:22:58,00:23:02,00:00:04,"If we knew this one, we would subtract 12 to that one.",FALSE,FALSE,12,4.629629629629775,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,474,00:23:02,00:23:08,00:00:06,"Oh, you subtracted?",TRUE,FALSE,3,6.944444444444489,0.4319999999999972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,475,00:23:08,00:23:10,00:00:02,I subtracted it from the period.,FALSE,FALSE,6,2.314814814814714,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,476,00:23:10,00:23:12,00:00:02,I summed it to the period.,FALSE,FALSE,6,2.314814814814714,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,477,00:23:12,00:23:19,00:00:07,Then I subtract half the period from what I initially found.,FALSE,FALSE,11,8.101851851851846,1.3577142857142868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,478,00:23:19,00:23:22,00:00:03,So 12 minus 4.6 would be minus 6.,FALSE,FALSE,8,3.472222222222418,2.30399999999987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,479,00:23:22,00:23:24,00:00:02,Yeah.,FALSE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,480,00:23:24,00:23:33,00:00:09,"So maybe if I do this- I know it's not really a triangle, but like how long is this side of this little rectangle?",TRUE,FALSE,24,10.41666666666656,2.304000000000024,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.33
orange,481,00:23:33,00:23:35,00:00:02,4.62.,FALSE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,482,00:23:35,00:23:37,00:00:02,"Okay, yeah.",FALSE,FALSE,2,2.314814814815061,0.8639999999999082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,483,00:23:37,00:23:43,00:00:06,And that is from when the period starts to here is 4.62.,FALSE,FALSE,12,6.944444444444489,1.7279999999999889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,484,00:23:43,00:23:49,00:00:06,"So if we go to where the period ends, subtract 4.62.",FALSE,FALSE,11,6.944444444444143,1.584000000000069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,485,00:23:49,00:23:54,00:00:05,We should get like this back to that point.,FALSE,FALSE,9,5.787037037037132,1.5551999999999744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,486,00:23:54,00:23:57,00:00:03,Are you really glad I'm writing all over your face? It's making it really ugly?,TRUE,FALSE,15,3.472222222222418,4.319999999999756,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.33
orange,487,00:23:57,00:23:59,00:00:02,Yes.,FALSE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,488,00:23:59,00:24:03,00:00:04,"But there's that symmetry of- because these are periodic, there's that symmetry.",FALSE,FALSE,12,4.629629629629775,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,489,00:24:03,00:24:08,00:00:05,"So if it's going to take 4.62 to get here, then it's going to take 4.62 to get to here.",FALSE,FALSE,20,5.787037037036785,3.4560000000001505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,490,00:24:08,00:24:12,00:00:04,Oh.,FALSE,FALSE,1,4.629629629629775,0.2159999999999932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,491,00:24:12,00:24:13,00:00:01,Oh. Okay.,FALSE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,492,00:24:13,00:24:15,00:00:02,"It's because of the rectangles, isn't it?",TRUE,FALSE,7,2.314814814814714,3.0240000000001315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,493,00:24:15,00:24:16,00:00:01,Got it.,FALSE,FALSE,2,1.157407407407357,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,494,00:24:45,00:24:46,00:00:01,2.3.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,495,00:24:46,00:24:48,00:00:02,Why?,TRUE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,496,00:24:48,00:24:52,00:00:04,4.62 plus whatever it is.,FALSE,FALSE,5,4.629629629629775,1.079999999999966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,497,00:24:52,00:24:55,00:00:03,Okay. Yeah. So whatever this was plus this has to be 6.,FALSE,FALSE,12,3.4722222222220713,3.45600000000015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25
orange,498,00:24:55,00:24:56,00:00:01,1.2.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,499,00:24:56,00:24:58,00:00:02,Never mind.,FALSE,FALSE,2,2.314814814814714,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,500,00:24:58,00:24:59,00:00:01,You have the right idea.,FALSE,FALSE,5,1.157407407407704,4.319999999998893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,501,00:24:59,00:25:01,00:00:02,1.48.,FALSE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,502,00:25:01,00:25:07,00:00:06,"I have no idea. Actually, maybe 1.38? 1.39.",TRUE,FALSE,8,6.944444444444489,1.1519999999999926,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12.5
orange,503,00:25:07,00:25:08,00:00:01,3.9.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,504,00:25:08,00:25:09,00:00:01,According to hers.,FALSE,FALSE,3,1.157407407407357,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,505,00:25:09,00:25:13,00:00:04,"Okay. So if we know that, then the only thing you could do is-",FALSE,FALSE,14,4.629629629629775,3.023999999999905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,506,00:25:14,00:25:17,00:00:03,How could you use this rectangle to get to there?,TRUE,FALSE,10,3.4722222222220713,2.880000000000125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,507,00:25:27,00:25:30,00:00:03,So subtracting from the period gave me a completely different-,FALSE,FALSE,10,3.4722222222220713,2.880000000000125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
orange,508,00:25:30,00:25:32,00:00:02,Subtracting from the-,FALSE,FALSE,3,2.314814814814714,1.2960000000000564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,509,00:25:32,00:25:36,00:00:04,Subtracting the half period got me something completely different than I thought.,FALSE,FALSE,12,4.629629629629775,2.5919999999999184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.67
orange,510,00:25:36,00:25:38,00:00:02,That's also right.,FALSE,FALSE,3,2.314814814814714,1.2960000000000564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,511,00:25:38,00:25:40,00:00:02,Subtract from?,TRUE,FALSE,2,2.314814814815061,0.8639999999999082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,512,00:25:40,00:25:45,00:00:05,"If you subtract this value, which is- I'm just drawing a diagram.",FALSE,FALSE,12,5.787037037036785,2.0736000000000905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,513,00:25:45,00:25:49,00:00:04,"I subtracted half the period from that, and it got me something completely different.",FALSE,FALSE,14,4.629629629629775,3.023999999999905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.29
orange,514,00:25:49,00:25:51,00:00:02,Why would you subtract half of it?,TRUE,FALSE,7,2.314814814814714,3.0240000000001315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,515,00:25:51,00:25:54,00:00:03,"If you subtract the entire thing, you still get the-",FALSE,FALSE,10,3.472222222222418,2.8799999999998374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,516,00:25:54,00:25:59,00:00:05,"Because I was trying to solve for this, and I didn't realize it was just the negative of that.",FALSE,FALSE,19,5.787037037036785,3.283200000000143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,517,00:25:59,00:26:01,00:00:02,So why did you erase this one?,TRUE,FALSE,7,2.314814814815061,3.0239999999996785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,518,00:26:01,00:26:03,00:00:02,I- Okay.,FALSE,FALSE,2,2.314814814814714,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,519,00:26:03,00:26:05,00:00:02,So I dipped up a bit.,FALSE,FALSE,6,2.314814814814714,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,520,00:26:11,00:26:14,00:00:03,Should we have paper on the table?,TRUE,FALSE,7,3.472222222222418,2.0159999999998863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,521,00:26:15,00:26:20,00:00:05,Okay. So I get how these are like the same.,FALSE,FALSE,10,5.787037037036785,1.7280000000000753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,522,00:26:20,00:26:23,00:00:03,And then this is like- How much is this?,TRUE,FALSE,9,3.472222222222418,2.5919999999998535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,523,00:26:23,00:26:26,00:00:03,This is 4.62.,FALSE,FALSE,3,3.4722222222220713,0.8640000000000375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,524,00:26:26,00:26:28,00:00:02,Everyone kept up the same of cases up there.,FALSE,FALSE,9,2.314814814815061,3.8879999999995865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,525,00:26:28,00:26:31,00:00:03,You know what? I'll change mine.,TRUE,FALSE,6,3.4722222222220713,1.728000000000075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,526,00:26:31,00:26:33,00:00:02,Cool.,FALSE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,527,00:26:33,00:26:37,00:00:04,So that's 4.62.,FALSE,FALSE,3,4.629629629629775,0.6479999999999796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,528,00:26:37,00:26:39,00:00:02,So then-,FALSE,FALSE,2,2.314814814814714,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,529,00:26:39,00:26:41,00:00:02,I didn't even see you get up.,FALSE,FALSE,7,2.314814814814714,3.0240000000001315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,530,00:26:41,00:26:42,00:00:01,Did you get up and write it there?,TRUE,FALSE,8,1.157407407407704,6.911999999998228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,531,00:26:42,00:26:43,00:00:01,Yeah.,FALSE,FALSE,1,1.157407407407357,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,532,00:26:43,00:26:45,00:00:02,When did you get up?,TRUE,FALSE,5,2.314814814814714,2.160000000000094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,533,00:26:45,00:26:48,00:00:03,We must have been so busy.,FALSE,FALSE,6,3.4722222222220713,1.728000000000075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.33
orange,534,00:26:48,00:26:50,00:00:02,"Uh, Robert.",FALSE,FALSE,2,2.314814814815061,0.8639999999999082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,535,00:26:50,00:26:52,00:00:02,Ready?,TRUE,FALSE,1,2.314814814814714,0.4320000000000188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,536,00:26:57,00:27:09,00:00:12,So it's like minus 4.6.,FALSE,FALSE,5,13.888888888888978,0.3599999999999977,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,537,00:27:09,00:27:11,00:00:02,That's 1.,FALSE,FALSE,2,2.314814814814714,0.8640000000000376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,538,00:27:25,00:27:31,00:00:06,But the first question was just asking what was the amplitude of the cosine equation.,FALSE,FALSE,15,6.944444444444489,2.159999999999986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,539,00:27:31,00:27:38,00:00:07,"And just because this is a cosine equation, it still adopts the same wavy type of graph",FALSE,FALSE,17,8.101851851851846,2.0982857142857156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,540,00:27:38,00:27:40,00:00:02,that a sine equation would.,FALSE,FALSE,5,2.314814814814714,2.160000000000094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,541,00:27:40,00:27:47,00:00:07,So we don't really treat finding the amplitude really that much.,FALSE,FALSE,11,8.101851851851846,1.3577142857142868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.27
orange,542,00:27:47,00:27:54,00:00:07,We see that our highest y value for this graph is positive 20 and the lowest is negative 20.,FALSE,FALSE,19,8.101851851851846,2.345142857142859,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,543,00:27:54,00:27:57,00:00:03,So we know that our midline must be zero.,FALSE,FALSE,9,3.4722222222220713,2.5920000000001124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.22
orange,544,00:27:57,00:28:00,00:00:03,"And actually if you look back at the equation as well,",FALSE,FALSE,11,3.472222222222418,3.167999999999821,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.09
orange,545,00:28:00,00:28:05,00:00:05,we see that there is no value to specify the midline actually.,FALSE,FALSE,12,5.787037037037132,2.0735999999999657,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.33
orange,546,00:28:05,00:28:16,00:00:11,"There's nothing being added to 20 times cosine 30x, which tells you that the midline here is zero.",FALSE,FALSE,18,12.731481481481275,1.4138181818182047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,547,00:28:16,00:28:21,00:00:05,So we know that we can work from that point to the highest point on the graph to find our amplitude.,FALSE,FALSE,21,5.787037037037132,3.6287999999999405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,548,00:28:21,00:28:26,00:00:05,And that we can use.,FALSE,FALSE,5,5.787037037037132,0.8639999999999858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,549,00:28:26,00:28:41,00:00:15,Which we're also given that because given that would be the greatest value that's essentially attached onto the cosine 30x.,FALSE,FALSE,20,17.36111111111105,1.1520000000000041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,550,00:29:00,00:29:04,00:00:04,"I got that the period was 12, because the period is basically",FALSE,FALSE,12,4.629629629629428,2.592000000000113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,551,00:29:04,00:29:08,00:00:04,"from one point in the wave to the same point,",FALSE,FALSE,10,4.629629629629775,2.159999999999932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,552,00:29:08,00:29:11,00:00:03,kind of like a wavelength.,FALSE,FALSE,5,3.4722222222220713,1.4400000000000626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,553,00:29:11,00:29:16,00:00:05,This.,FALSE,FALSE,1,5.787037037037132,0.17279999999999715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,554,00:29:16,00:29:17,00:00:01,"So basically, what you have to find out",FALSE,FALSE,8,1.157407407407357,6.912000000000301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,555,00:29:17,00:29:20,00:00:03,is just what x value is at the first point,FALSE,FALSE,10,3.472222222222418,2.8799999999998374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
orange,556,00:29:20,00:29:22,00:00:02,"and what x value is at the second point,",FALSE,FALSE,9,2.314814814814714,3.888000000000169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
